GrLivArea,BedroomAbvGr,FullBath,YearBuilt,TotalBsmtSF,SalePrice
2132,1,1,1983,1496.0,316600
2196,3,2,1990,2158.0,271900
1775,3,2,1993,740.0,213000
1879,3,2,1993,1079.0,239900
2020,3,2,1995,1128.0,239500
2016,4,1,1880,0.0,131000
1535,4,2,1979,0.0,118964
1224,2,0,1979,1086.0,153337
2228,6,2,1979,0.0,147983
1535,4,2,1979,0.0,118858
1535,4,2,1979,0.0,118858
2240,6,2,1979,0.0,142953
1229,2,0,1979,1094.0,148325
1513,4,2,1979,0.0,113722
2787,6,4,2000,1168.0,269500
2787,6,4,2000,1168.0,269500
2787,6,4,2000,1168.0,269500
1680,1,1,2009,1555.0,323262
1718,3,2,2007,1705.0,297000
1630,3,2,2008,1622.0,295493
1720,3,2,2008,1720.0,332000
1468,3,2,2008,1468.0,239900
1768,3,2,2007,866.0,212000
1838,3,2,2007,1838.0,272500
1800,2,2,2007,1800.0,239000
1604,3,2,2006,1604.0,220000
1290,2,2,2007,1282.0,200000
1254,2,2,2008,1254.0,221800
1232,2,2,2007,1232.0,194500
1498,3,2,2005,1498.0,237000
1422,3,2,2005,704.0,173000
1644,2,2,1989,1518.0,275000
1759,3,2,1992,1449.0,233500
2126,3,2,1967,1013.0,185000
1040,3,1,1996,1040.0,152000
990,3,1,1994,990.0,143000
1764,3,2,1997,928.0,231500
1661,3,2,1996,799.0,212000
1463,3,2,1998,1463.0,207000
1097,3,1,1994,1097.0,145000
990,3,1,1994,990.0,138000
1779,3,2,1998,866.0,197900
1501,3,2,1999,1490.0,204000
1431,3,2,1999,1431.0,192000
1772,3,2,1998,928.0,200000
1660,3,2,2002,831.0,195000
1573,3,2,2002,1573.0,227000
1840,3,2,2001,944.0,230000
1430,3,2,2001,1413.0,187100
1444,3,2,2002,1431.0,203000
1492,3,2,2001,1492.0,201000
1040,3,2,1978,1040.0,124000
907,3,1,1978,907.0,140000
914,2,1,1979,914.0,134900
1040,3,2,1977,1040.0,150500
864,3,1,1978,864.0,136500
1268,3,1,1977,1268.0,143500
864,3,1,1972,864.0,133500
894,2,1,1972,894.0,123000
768,2,1,1972,768.0,133900
768,2,1,1972,768.0,133000
1611,3,2,2002,1569.0,250000
2184,4,2,2003,1068.0,254750
1788,3,2,2001,1753.0,236500
1872,3,2,2001,1299.0,261500
2153,3,2,2000,1440.0,313000
1725,3,2,2002,840.0,198500
1870,3,2,2001,944.0,211000
1513,2,2,1999,1462.0,220000
1504,3,2,1996,1504.0,203000
1828,3,2,2002,1822.0,279500
1417,3,2,1997,1417.0,210000
2034,3,2,1997,1057.0,219500
1716,2,2,1996,880.0,191000
1212,3,2,2001,1212.0,178000
1630,3,2,2000,1630.0,213000
848,1,1,2003,848.0,144000
848,1,1,2003,848.0,140000
1602,3,2,2007,1578.0,293200
1728,3,2,2004,864.0,190000
1500,3,2,2004,1500.0,190000
1476,3,2,2005,738.0,173500
1396,3,2,2007,608.0,170000
1126,2,2,1949,0.0,108000
1486,3,1,1964,1486.0,167000
816,2,1,1938,816.0,100000
1922,4,3,2003,0.0,198500
1426,3,1,1977,690.0,159500
1149,3,1,1960,1014.0,127000
1125,3,1,1976,1041.0,125000
1698,3,2,2007,1698.0,320000
1072,2,1,2005,547.0,145500
698,2,1,1947,698.0,118000
876,3,1,1959,876.0,85000
1368,3,1,1950,1078.0,120000
1529,4,2,1945,0.0,98000
864,2,1,1922,864.0,99900
944,2,1,1952,0.0,82000
1678,6,2,1959,1678.0,119900
1560,2,1,1956,1150.0,103500
960,3,1,1956,672.0,112000
1196,3,1,1920,684.0,110000
1298,3,1,1941,720.0,122000
1604,3,2,1941,984.0,117000
1268,3,1,1938,832.0,160000
1520,3,1,1932,793.0,159434
438,1,1,1920,290.0,60000
1489,3,2,1940,778.0,139500
3082,5,2,1920,824.0,197000
1242,3,1,1935,583.0,105000
1981,4,2,1928,1122.0,135000
1232,3,1,1916,816.0,147500
1608,3,2,1925,976.0,137450
1135,3,1,1936,560.0,155000
1913,3,1,1928,896.0,177000
1477,3,2,1928,861.0,145000
1228,3,1,1918,600.0,137000
2080,3,1,1926,1276.0,234000
1567,2,1,1940,840.0,205000
1494,3,1,1942,771.0,177500
1308,2,1,1940,728.0,160000
1273,2,1,1960,1273.0,155000
964,2,1,1921,876.0,163500
1343,3,1,1921,731.0,154900
2480,5,2,1940,920.0,205000
1112,2,1,1954,1112.0,144800
1564,3,1,1941,704.0,174500
1561,3,2,1960,1561.0,193000
1523,3,2,1949,1067.0,158000
1152,3,1,1950,1092.0,158500
1906,3,1,1954,1310.0,224000
1032,2,1,1980,516.0,115000
1229,2,1,1980,561.0,137000
1229,2,1,1980,561.0,121000
1229,2,1,1980,561.0,124000
1982,3,2,1986,572.0,208000
2365,3,2,1971,1803.0,315000
1680,3,2,1988,880.0,222000
1344,3,1,1920,672.0,147000
2168,5,2,1900,760.0,123000
1192,3,1,1920,596.0,78000
1526,2,1,1915,1013.0,85000
572,2,1,1925,572.0,75000
1648,2,2,2007,1596.0,230000
810,1,1,1910,0.0,57625
2052,3,2,2000,1107.0,251000
2149,1,1,2003,1434.0,239686
1710,3,2,2004,1710.0,240000
1961,3,2,2001,804.0,215000
926,2,1,1977,902.0,156450
1287,2,1,1977,957.0,173000
1734,4,2,1977,0.0,126000
1217,3,2,1990,1188.0,173000
1595,2,2,1991,1582.0,152000
1344,3,1,1958,819.0,137500
2036,3,2,1965,2136.0,375000
1620,2,2,2007,1620.0,315500
1692,3,2,2009,846.0,224500
2036,3,2,2008,2190.0,410000
1641,3,2,2008,1641.0,316500
1466,3,2,2007,1466.0,201000
1412,3,2,1988,1392.0,175000
2237,3,2,1980,712.0,204000
1479,3,2,1987,1645.0,213500
1296,2,2,2001,1267.0,220000
2014,3,2,2003,912.0,170000
1838,2,2,2006,1838.0,315000
1978,2,2,2007,1978.0,425000
1008,3,1,1968,1008.0,139500
1771,3,1,1960,0.0,115000
1204,2,2,1998,1204.0,162000
1224,2,2,1999,1224.0,165000
988,2,1,1973,462.0,91000
874,3,1,1968,864.0,130000
630,1,1,1970,630.0,86000
1404,3,2,1969,1188.0,160000
630,1,1,1970,630.0,80000
1344,3,1,1970,546.0,97000
1092,3,1,1970,546.0,88000
796,2,1,1972,796.0,131900
1091,2,1,1993,384.0,131250
1110,1,1,1978,1097.0,165500
833,3,1,1985,833.0,112000
883,2,1,1992,828.0,149000
1362,1,1,1993,796.0,143000
1287,3,1,1992,624.0,130000
1567,2,2,1977,1567.0,196000
1632,4,1,1969,784.0,173000
1414,3,1,1958,1184.0,176500
2117,4,2,1970,1205.0,237500
2112,4,2,1969,952.0,206900
1604,3,2,1997,926.0,187500
1470,3,2,1995,680.0,165000
1604,3,2,1998,926.0,195500
1638,3,2,1998,943.0,192000
1636,3,2,1996,916.0,173000
1384,3,2,1996,1348.0,177900
1446,3,2,1996,729.0,175000
1593,0,1,2001,1593.0,286000
1682,1,1,1997,1664.0,247900
1337,2,2,1993,1337.0,180000
1280,2,2,1992,1280.0,180000
1604,3,2,1997,926.0,181000
1633,3,2,1998,932.0,183000
1658,3,2,1995,773.0,188000
1895,3,2,1994,712.0,194500
1709,3,2,1991,836.0,185000
1228,2,2,1988,1228.0,189000
1337,2,2,1989,1337.0,188500
2500,5,3,2005,1168.0,355000
2504,4,2,2005,1122.0,325000
1884,2,2,2004,1884.0,387000
1474,3,1,1952,1632.0,115000
1710,2,2,2007,1710.0,334000
1488,3,2,1950,1488.0,133000
2093,3,2,1986,791.0,215000
1688,2,2,1988,1675.0,226500
1422,3,2,1981,1422.0,175500
1260,3,2,1983,1260.0,181900
2064,3,2,1978,2048.0,235000
1782,3,2,1979,1782.0,220000
2872,4,2,1977,1330.0,272000
1211,3,2,1976,1211.0,161000
1126,3,2,1977,1126.0,175000
2044,3,2,1980,738.0,185000
1308,3,1,1969,720.0,146900
2840,4,2,1978,1420.0,292500
1523,3,2,1976,1193.0,180000
1444,2,2,1976,1444.0,159900
1964,4,2,1976,803.0,205000
1178,3,1,1973,1176.0,157000
2340,4,2,1996,1236.0,306000
1792,4,2,1974,896.0,133000
1054,3,1,1969,1054.0,151000
936,2,1,1969,936.0,111900
864,3,1,1971,864.0,123000
864,3,1,1972,864.0,111250
1337,2,2,1998,1405.0,181000
987,2,1,1973,483.0,103400
987,2,1,1973,483.0,100000
987,2,1,1972,483.0,100500
987,2,1,1970,483.0,106000
987,2,1,1971,483.0,85400
987,2,1,1971,483.0,89500
1302,3,2,1972,630.0,111750
1069,2,2,1977,1069.0,140000
1456,4,2,1975,855.0,143000
1055,2,2,1977,1055.0,148500
892,3,1,1966,864.0,110000
1932,2,2,2008,1932.0,394617
2332,3,2,2007,1682.0,426000
2084,2,2,2007,2078.0,385000
2713,3,2,2008,1452.0,446261
1582,3,2,2007,1582.0,317500
1710,2,2,2007,1710.0,372402
2464,4,2,2007,2418.0,417500
1950,2,2,2007,1950.0,383000
2748,4,2,2006,1850.0,390000
2790,4,2,2005,1620.0,460000
2331,3,2,2005,1414.0,379000
2088,4,2,2007,948.0,250000
2332,4,2,2004,1148.0,316000
2470,1,1,2003,2535.0,615000
2668,3,2,2003,1572.0,412500
2046,3,2,2003,998.0,284000
1575,2,2,2003,1603.0,284000
2649,4,2,2001,1479.0,421250
2690,4,2,2003,1765.0,370000
1866,2,2,2008,1858.0,336860
1702,1,1,2008,1702.0,367294
1367,2,2,2005,1367.0,192000
1518,1,1,2003,1518.0,274000
1684,2,2,2005,1684.0,266000
1800,2,2,2007,1800.0,370967
1342,2,2,2006,1342.0,234250
1342,2,2,2006,1342.0,219500
1626,2,2,2003,764.0,155000
1626,2,2,2003,764.0,154000
1358,2,2,2004,1358.0,207000
1455,2,2,2003,1415.0,195000
1576,2,2,2004,1393.0,219990
1504,2,2,2005,1346.0,191000
1266,2,2,2007,1266.0,159895
1246,2,2,2007,1146.0,187687
1515,3,2,2004,789.0,179000
1593,3,2,2004,839.0,193000
1166,2,2,2005,856.0,190000
1456,3,2,2005,728.0,176000
1720,3,2,2002,840.0,188000
1986,4,2,2003,847.0,213000
1358,2,2,2007,1350.0,217300
1792,3,2,2000,936.0,186500
1892,3,2,2000,982.0,226750
1490,3,2,2004,788.0,184000
1414,3,2,2002,707.0,176000
2322,4,2,1999,1037.0,225000
1651,3,2,1999,831.0,185900
2199,3,2,1997,1173.0,284500
2630,4,2,1998,1470.0,315000
2198,4,2,2000,1145.0,250000
2172,4,2,2000,1519.0,291000
2006,2,2,1998,1982.0,350000
2125,4,2,1996,1064.0,279500
2501,4,2,1995,1242.0,290000
2113,2,2,1995,2109.0,350000
2418,3,2,1993,1311.0,341000
2197,4,2,1993,1080.0,287500
2127,3,2,1994,1223.0,271000
1987,2,2,1994,1986.0,301500
1580,3,2,2007,1580.0,235128
1933,4,2,2007,894.0,214000
1574,3,2,2006,1574.0,232000
1578,3,2,2006,1578.0,240000
1506,2,2,2008,1498.0,264132
1563,3,2,2007,1563.0,245000
1428,3,2,2008,1417.0,227680
1861,3,3,2007,1341.0,257000
1874,3,2,2007,955.0,297900
1460,3,2,2006,1460.0,247000
1372,3,2,2007,1363.0,212700
1372,3,2,2007,1372.0,250580
1428,3,2,2007,1428.0,182000
1768,3,2,2005,866.0,226700
1992,3,2,2003,1053.0,250000
1958,3,2,2005,1026.0,250000
2078,3,2,2007,1034.0,339750
1665,3,2,2007,813.0,205950
1660,3,2,2007,1660.0,256000
1218,2,2,2007,1218.0,230348
1728,3,2,2003,864.0,207500
1080,3,1,2004,1080.0,141000
1696,3,2,2003,835.0,188000
1663,3,2,2003,835.0,192500
1175,3,1,2005,1175.0,146000
1114,3,1,2004,1114.0,159000
1114,3,1,2003,1114.0,155000
1640,3,2,2004,798.0,173000
1162,3,2,2007,1162.0,170000
1609,3,2,1995,754.0,182000
1680,3,2,1993,886.0,163000
1679,3,2,1994,1408.0,193500
1657,3,2,1994,832.0,189000
1677,3,2,2001,827.0,190500
1737,3,2,1992,836.0,175000
1294,3,2,1991,1278.0,179200
1710,3,2,1993,832.0,187000
1617,2,2,1993,1604.0,193000
1199,2,2,1993,1199.0,153900
984,3,1,1963,984.0,128000
912,2,1,1962,912.0,144000
864,3,1,1961,864.0,135000
890,3,1,1968,890.0,115000
864,3,1,1963,864.0,119916
912,3,1,1961,912.0,142000
1430,3,2,1974,1430.0,192000
1641,4,2,1972,1001.0,140000
2683,4,2,1990,930.0,290000
2786,4,2,1993,1848.0,372500
1391,2,2,2004,1391.0,196000
1250,2,2,2006,625.0,171900
1245,1,2,2004,1235.0,178000
1200,2,2,2005,600.0,165000
1392,2,2,2007,689.0,146000
1392,2,2,2007,689.0,146000
1501,3,2,1999,744.0,179400
1549,3,2,1999,744.0,172900
1638,2,2,2000,1614.0,300000
1310,1,1,2001,1310.0,285000
1419,2,1,2001,1419.0,290000
1557,2,2,1999,1557.0,305000
1709,2,2,1999,1698.0,328900
1252,2,2,1999,600.0,160000
1404,3,2,1999,672.0,170000
1789,3,2,2001,858.0,223000
1586,3,2,1999,960.0,170000
1607,3,2,1999,960.0,200000
2393,2,2,1998,970.0,345000
1288,1,1,1996,1260.0,245500
1239,1,1,1995,1230.0,217500
1719,1,1,1993,1719.0,324000
1232,3,2,1984,1232.0,162500
2944,3,2,1977,994.0,150000
1671,3,3,1976,1426.0,290000
1812,3,2,2002,952.0,205000
1682,3,2,1970,1304.0,174000
1427,4,2,1969,1427.0,183000
1740,4,1,1968,1740.0,150000
1258,3,2,1971,1258.0,145000
1620,4,2,1967,1620.0,215000
1625,4,2,1965,1625.0,140500
2614,4,2,1974,1522.0,240000
1464,4,1,1968,732.0,141000
912,2,1,1965,912.0,147000
925,3,1,1965,912.0,135000
1728,6,2,1965,1728.0,145000
1728,6,2,1965,1728.0,142600
1656,4,2,1973,1656.0,135000
1670,4,1,1971,825.0,170000
2715,4,3,1976,1142.0,299800
1876,4,2,1974,901.0,185000
1632,4,1,1966,800.0,173000
999,3,1,1961,944.0,178400
1978,4,2,1968,832.0,176000
1014,2,1,1956,0.0,98000
907,3,1,1957,907.0,109008
952,2,1,1956,952.0,135750
1128,3,2,1963,1120.0,155000
1425,3,2,1964,1425.0,180500
1165,3,1,1966,1127.0,174900
1136,3,1,1965,1136.0,140000
1092,3,1,1964,1092.0,145000
1265,3,2,1965,1219.0,179900
1350,3,1,1964,1248.0,168500
1114,3,1,1961,1114.0,140000
1053,3,1,1959,1053.0,145500
1252,3,1,1959,1252.0,142000
1100,3,1,1960,1100.0,141000
1118,3,1,1960,1118.0,153000
720,2,1,1949,0.0,72500
729,2,1,1935,270.0,52000
1077,2,1,1939,991.0,118000
906,2,1,1937,348.0,87000
1496,3,2,1960,1296.0,141500
1252,3,1,1950,1032.0,119000
1337,3,1,1950,572.0,141500
1661,3,1,1955,992.0,165500
1036,3,1,1953,1036.0,112900
1820,4,1,1965,864.0,201800
1362,3,1,1961,1362.0,163000
1144,3,1,1961,1144.0,139950
1537,3,1,1962,1319.0,174000
1431,3,1,1962,1099.0,165000
1988,4,2,1966,1104.0,227000
1098,3,1,1955,1098.0,135000
1144,3,1,1963,1144.0,124000
1283,3,1,1962,931.0,140000
1176,3,1,1957,1176.0,136500
1440,2,2,1959,1248.0,185000
1261,3,1,1958,1261.0,163000
1570,3,1,1958,1395.0,166800
1196,2,1,1956,1196.0,139000
1392,3,1,1957,1392.0,166000
1080,3,1,1958,1080.0,136000
1104,3,1,1956,1104.0,133000
882,2,1,1952,720.0,116000
1152,3,1,1953,1152.0,137500
950,2,1,1953,984.0,130000
1790,3,2,1957,998.0,180000
952,2,1,1951,952.0,139000
773,2,1,1953,773.0,110000
1764,4,2,1957,0.0,100000
1216,2,1,1947,832.0,118500
1824,5,2,1957,1824.0,146000
869,1,1,1948,0.0,89900
1159,3,1,1925,747.0,114000
1558,3,1,1945,913.0,140000
672,2,1,1940,672.0,86900
1436,3,1,1922,892.0,139000
1294,3,2,1900,0.0,106250
1716,4,1,1962,858.0,171000
1044,3,1,1968,912.0,139000
1312,3,1,1958,1312.0,186000
1253,2,1,1960,1253.0,157000
1081,3,1,1960,1081.0,148000
2069,4,2,1960,585.0,242000
910,3,1,1953,105.0,116000
876,2,1,1951,876.0,94000
1048,3,1,1950,0.0,98300
1507,4,2,1960,1075.0,127000
1256,3,1,1959,1256.0,159000
1027,3,1,1962,1027.0,125900
1269,3,1,1960,1269.0,155000
1320,3,2,1948,768.0,138000
984,2,1,1954,936.0,112500
832,2,1,1954,832.0,105500
1278,4,1,1954,854.0,127500
1800,6,2,1961,1800.0,130000
1588,3,1,1955,768.0,150000
825,2,1,1954,825.0,109500
1796,4,1,1963,780.0,140000
1611,4,1,1964,780.0,167900
1117,3,1,1963,1117.0,136870
1133,3,1,2008,192.0,143000
764,2,1,1925,680.0,73000
1539,3,2,1904,650.0,157500
1323,3,1,1948,780.0,122600
1360,2,1,1910,680.0,111000
2792,5,2,1920,1510.0,256000
672,2,1,1940,672.0,64000
1456,4,1,1915,728.0,139500
1594,3,2,1910,828.0,118000
2082,3,2,2003,1362.0,200000
1656,2,2,1940,801.0,119164
1740,2,1,1920,936.0,122250
1027,2,1,1920,931.0,120000
1436,3,2,1940,884.0,155000
899,2,1,1910,481.0,78000
1080,3,1,1890,684.0,95000
789,2,1,1948,789.0,115000
1122,2,1,1948,924.0,147000
1499,3,1,1946,904.0,140000
407,1,1,1946,407.0,46500
928,3,1,1957,928.0,112500
901,2,1,1954,901.0,107900
1588,5,2,1949,448.0,65000
3493,3,3,1880,1470.0,295000
1627,4,2,1900,797.0,139500
1416,4,1,1915,876.0,153900
1450,3,1,1920,624.0,132000
1344,4,1,1916,624.0,98000
1017,2,1,1900,346.0,114000
2350,4,2,1920,973.0,130000
2058,3,1,1917,735.0,129500
1540,3,1,1905,572.0,129400
1378,3,2,1928,689.0,161000
1912,3,2,1905,482.0,163000
1484,3,2,1914,742.0,128000
2358,4,2,1872,684.0,122000
1111,2,1,1926,572.0,116900
2775,3,3,1893,1237.0,325000
1086,2,1,1920,723.0,55000
2495,5,2,1890,1313.0,184000
984,2,1,1959,984.0,110000
1795,4,2,1954,1050.0,131500
882,2,1,1956,0.0,97000
1093,2,1,1958,869.0,115500
1143,2,1,1928,1008.0,138000
1668,3,1,1945,672.0,108000
935,2,1,1930,742.0,79500
1738,3,2,1935,1024.0,153000
784,2,1,1924,784.0,109500
1210,3,1,1941,672.0,124000
1290,3,1,1900,554.0,106900
1672,3,1,1940,981.0,164900
949,2,1,1924,949.0,119000
1158,3,1,1929,862.0,120000
1497,3,2,1937,825.0,157000
1342,2,2,1939,739.0,105000
1013,3,1,1926,992.0,113000
1216,3,1,1920,565.0,115000
1136,2,1,1929,704.0,123000
808,1,1,1945,0.0,81300
1573,3,2,1930,1078.0,162900
2009,4,2,1939,989.0,150000
1902,4,2,1923,1100.0,123500
1774,2,2,1931,952.0,129900
1362,3,2,1920,611.0,128000
520,1,1,1927,520.0,68500
1285,2,1,1948,672.0,127000
1848,4,1,1923,833.0,207000
1820,4,2,1925,1026.0,184000
1716,4,2,1915,810.0,162500
1505,3,1,1940,883.0,145000
838,2,1,1918,816.0,130000
1984,5,2,1910,1242.0,160000
1666,3,1,1925,588.0,161000
1609,3,1,1910,796.0,127500
768,1,1,1930,768.0,93850
1536,4,1,1952,768.0,136000
1969,4,2,1938,1272.0,141000
1308,2,2,1915,880.0,120000
1040,2,1,1925,1040.0,127500
1236,3,2,1925,768.0,127000
1406,3,1,1920,319.0,89500
825,2,1,1955,825.0,125000
1198,4,1,1920,901.0,79900
759,1,1,1912,451.0,85000
1344,3,2,1915,536.0,82375
1469,3,1,1906,756.0,135000
1054,3,1,1947,1046.0,124000
1211,3,1,1968,952.0,134000
1271,4,2,1948,720.0,135000
1588,4,2,1959,0.0,134432
1355,4,2,1940,644.0,127500
1075,3,1,1963,981.0,148000
1040,3,1,1965,1040.0,129500
1096,3,1,1978,1008.0,157500
904,3,1,1966,876.0,109900
992,3,1,1967,992.0,145000
894,3,1,1967,894.0,130000
1034,3,1,1978,450.0,153000
1073,3,1,1967,1073.0,120000
1126,2,1,1984,1060.0,152000
1258,0,0,1969,1198.0,108959
1140,3,1,1920,1300.0,95541
1006,3,1,1959,1006.0,80000
1228,3,1,1966,1228.0,149350
960,3,1,1963,960.0,144900
1188,1,1,1956,988.0,185000
1383,3,1,1954,1383.0,165000
1252,1,1,1960,1602.0,235000
1601,3,1,1958,533.0,140000
672,2,1,1940,672.0,108000
1721,3,2,1960,988.0,145000
1350,2,1,1941,576.0,152400
904,3,1,1970,864.0,144000
1291,2,1,1996,1291.0,173000
2022,4,2,1977,1160.0,192000
1524,3,2,1979,1524.0,245000
1363,2,1,1954,1385.0,241500
1663,2,1,1954,1364.0,256000
1357,2,1,1959,1019.0,177000
1079,2,1,1948,570.0,125600
1094,3,1,1953,1094.0,155000
2358,5,3,1908,907.0,240000
1518,2,1,1940,1580.0,260000
1674,4,2,1918,1163.0,185000
2108,4,2,1935,1127.0,235000
1509,3,1,1956,1509.0,159900
864,2,1,1975,864.0,99600
1269,3,1,1962,621.0,134500
1367,4,1,1900,861.0,119000
1347,3,1,1910,1117.0,107500
1164,3,1,1950,1164.0,125000
1096,2,1,1924,572.0,79000
1111,3,1,1941,616.0,95000
2329,4,2,1990,1475.0,262280
2814,4,2,1995,1077.0,260000
1626,3,2,1994,1602.0,226500
2200,4,2,1993,812.0,225000
2037,3,2,1996,672.0,229000
1356,3,2,2007,628.0,177439
1615,3,2,2007,1615.0,248500
2276,3,2,2008,2271.0,475000
1766,3,2,2008,1751.0,395039
2097,3,2,1993,1080.0,228000
1511,3,2,1995,1401.0,225000
1643,2,2,1966,1182.0,195000
1688,4,2,1997,616.0,200000
990,3,1,1994,990.0,155000
1099,3,1,1995,1099.0,144000
990,3,1,1994,990.0,145000
1418,3,2,1997,1418.0,226001
1771,3,2,1997,864.0,215700
1652,3,2,2000,782.0,207500
1790,3,2,1999,873.0,193000
1724,3,2,1998,880.0,188000
1479,3,2,1999,1468.0,191000
1494,3,2,2002,1494.0,221000
1792,3,2,2001,963.0,231500
1823,3,2,2000,928.0,235000
1786,3,2,2001,920.0,223500
938,3,1,1975,938.0,130250
985,3,2,1977,985.0,149900
1174,3,1,1978,864.0,158000
1026,3,1,1978,940.0,147000
1076,3,1,1975,1076.0,143195
1558,2,2,1975,864.0,163000
924,3,1,1975,924.0,110000
864,3,1,1972,864.0,127000
780,2,1,1972,780.0,124900
1795,3,2,2002,1777.0,230000
2031,3,2,2002,1128.0,237000
1865,3,2,2000,992.0,235000
2161,3,2,2001,1257.0,230500
1852,3,2,1999,1004.0,230000
2031,3,2,1998,1153.0,222500
2263,3,2,2001,1055.0,287000
1947,3,2,2001,1357.0,274000
1786,3,2,2002,1778.0,300000
2290,4,2,2002,1128.0,255900
1768,3,2,2003,884.0,224900
2327,4,2,2003,1129.0,240000
1640,3,2,2003,798.0,183000
1764,3,2,1999,850.0,207000
1908,4,2,1994,915.0,210000
848,1,1,2003,848.0,136500
848,1,1,2004,848.0,145000
1493,3,2,1997,1478.0,208900
1838,2,2,1997,1838.0,185000
1536,3,2,2002,1536.0,214000
1710,3,2,2003,856.0,208500
1445,3,2,2004,1445.0,186500
1436,3,2,2004,1436.0,210000
1582,3,2,2004,770.0,185900
1234,3,2,2007,1234.0,179900
1564,3,2,2007,1564.0,218836
1361,3,2,2007,1351.0,193000
1456,3,2,2005,728.0,189000
848,1,1,2004,848.0,149300
848,1,1,2004,848.0,141000
848,1,1,2004,848.0,149000
848,1,1,2004,848.0,144500
796,2,1,1910,796.0,85000
2200,4,2,1900,1272.0,145900
1092,3,1,1966,1092.0,123000
1256,3,1,1965,1256.0,147500
1033,3,1,1976,456.0,165000
1127,3,1,1976,1127.0,135000
996,3,1,1940,996.0,108000
1181,3,2,1972,1138.0,137500
1656,3,2,2003,746.0,165400
1117,3,1,1977,1029.0,147000
1398,3,1,1976,684.0,160500
1132,2,1,2005,1132.0,176000
3820,5,3,1959,0.0,284700
5642,3,2,2008,6110.0,160000
1072,2,1,2005,547.0,148000
1152,2,2,1955,0.0,82000
1152,2,2,1955,0.0,82000
1440,4,2,1955,1440.0,118000
1152,2,2,1955,0.0,82500
784,2,1,1955,784.0,91900
1053,2,1,1938,585.0,120000
1137,4,1,1947,0.0,96000
930,2,1,1953,911.0,99000
1200,3,1,1946,768.0,130500
1470,4,2,1954,941.0,135000
1393,3,1,1955,816.0,135500
1204,3,1,1954,416.0,100000
1292,3,1,1923,949.0,108000
864,2,1,1925,864.0,98000
864,2,1,1914,864.0,67000
1716,6,2,1912,780.0,135900
1482,4,2,1925,672.0,140000
2192,4,2,1939,720.0,179500
1694,4,2,1925,1181.0,136500
1424,2,2,1921,1228.0,168000
1964,4,1,1911,940.0,130000
2601,4,3,1921,612.0,189000
1920,4,2,1930,960.0,161900
1316,2,1,1926,644.0,145000
2555,3,2,1922,588.0,191000
1680,4,2,1915,840.0,177000
1264,3,1,1914,676.0,147500
790,2,1,1930,768.0,91000
1512,3,2,1925,798.0,231000
1639,3,1,1936,1064.0,115000
1603,4,1,1923,784.0,138000
1502,3,1,1931,776.0,149000
1660,3,1,1934,715.0,188700
1938,4,2,1937,942.0,198000
1374,3,1,1938,884.0,110000
1091,2,1,1951,1091.0,104000
1873,4,1,1935,608.0,257076
3447,4,3,1935,728.0,381000
1954,3,1,1939,798.0,311500
2161,3,2,1950,832.0,263400
1898,3,2,1956,1898.0,236500
1640,3,1,1954,1296.0,224000
1032,2,1,1980,516.0,116500
1556,3,2,1980,716.0,151000
919,2,1,1926,894.0,126000
1090,3,1,1940,720.0,120000
796,2,1,1922,796.0,55000
816,2,1,1930,816.0,120500
778,2,1,1940,740.0,120500
1200,4,1,1930,780.0,119000
1656,3,1,1967,624.0,126000
912,2,1,1930,520.0,99500
1955,4,2,1958,1151.0,165500
733,2,1,1952,0.0,13100
1361,2,1,1895,173.0,89000
1317,3,1,1920,649.0,40000
1049,2,1,1910,356.0,80900
894,2,1,1935,894.0,81000
864,3,1,1920,592.0,65000
1652,2,2,2008,1600.0,392500
1648,2,2,2007,1596.0,294464
1646,2,2,2004,1594.0,250000
1646,2,2,2004,1594.0,275000
2032,3,3,1996,1840.0,300000
1689,3,2,2002,1568.0,271000
1820,3,2,1996,910.0,213000
1118,3,1,1977,1096.0,171000
1279,3,2,1977,1196.0,171500
1872,4,2,1976,0.0,100000
1689,3,2,1991,1680.0,228500
1786,3,2,1965,1499.0,228950
1501,2,2,1986,1277.0,241500
2898,2,2,1976,1565.0,287000
1537,3,2,2006,1518.0,294000
1646,3,2,2007,1638.0,293077
1780,3,2,2007,920.0,264966
1442,3,2,2006,352.0,172500
1394,3,2,2006,384.0,167500
1612,3,2,2008,796.0,218689
1495,3,2,1989,1495.0,150000
1651,3,2,1986,1606.0,184000
1256,3,2,1986,1256.0,180000
1509,3,2,1988,1461.0,175000
1440,3,2,2003,1432.0,232500
1675,3,2,1999,1666.0,195000
2262,4,2,2003,1482.0,305000
1728,3,2,2007,1884.0,298751
1964,3,2,2005,1964.0,370000
1344,2,2,1997,1344.0,209200
1344,2,2,1997,1344.0,206300
1092,2,1,2007,1092.0,146000
1189,2,2,1997,1189.0,160500
1200,3,1,1964,1200.0,173000
1040,3,1,1975,1040.0,124000
1304,3,1,1976,264.0,115000
1475,4,2,1976,550.0,129500
988,2,1,1973,526.0,105000
988,1,1,1973,462.0,94900
1160,3,1,1968,1113.0,152500
1092,3,2,1970,546.0,98000
630,1,1,1972,630.0,81000
988,2,1,1954,988.0,113000
816,2,1,1983,816.0,128500
923,3,1,1984,876.0,119500
816,3,1,1982,816.0,130500
816,2,1,1982,816.0,138000
845,3,1,1982,845.0,134500
1750,4,2,1940,983.0,160000
